date,state,positive,negative,pending,hospitalizedCurrently,hospitalizedCumulative,inIcuCurrently,inIcuCumulative,onVentilatorCurrently,onVentilatorCumulative,recovered,dataQualityGrade,lastUpdateEt,dateModified,checkTimeEt,death,hospitalized,dateChecked,totalTestsViral,positiveTestsViral,negativeTestsViral,positiveCasesViral,deathConfirmed,deathProbable,totalTestEncountersViral,totalTestsPeopleViral,totalTestsAntibody,positiveTestsAntibody,negativeTestsAntibody,totalTestsPeopleAntibody,positiveTestsPeopleAntibody,negativeTestsPeopleAntibody,totalTestsPeopleAntigen,positiveTestsPeopleAntigen,totalTestsAntigen,positiveTestsAntigen,fips,positiveIncrease,negativeIncrease,total,totalTestResults,totalTestResultsIncrease,posNeg,deathIncrease,hospitalizedIncrease,hash,commercialScore,negativeRegularScore,negativeScore,positiveScore,score,grade
20200820,TX,562559,3984510,NaN,5635,NaN,1979,NaN,NaN,NaN,431960,A,08/20/2020 16:40,2020-08-20T16:40:00Z,08/20 12:40,10793,NaN,2020-08-20T16:40:00Z,4547069,NaN,NaN,562559,NaN,NaN,NaN,NaN,335184,26337,308847,NaN,NaN,NaN,NaN,NaN,18883,2781,48,5303,24577,4547069,4547069,29880,4547069,234,0,0302f7400cc5c4eae3ce539c8b8acedeff96cdc4,0,0,0,0,0,NaN
20200819,TX,557256,3959933,NaN,5974,NaN,2107,NaN,NaN,NaN,424685,A,08/19/2020 17:40,2020-08-19T17:40:00Z,08/19 13:40,10559,NaN,2020-08-19T17:40:00Z,4517189,NaN,NaN,557256,NaN,NaN,NaN,NaN,333355,25995,307360,NaN,NaN,NaN,NaN,NaN,18620,2764,48,7024,9520,4517189,4517189,16544,4517189,309,0,f1946726e9ab0c49e3b6601c818a8d568b293eb5,0,0,0,0,0,NaN
20200818,TX,550232,3950413,NaN,6210,NaN,2179,NaN,NaN,NaN,415903,A,08/18/2020 16:40,2020-08-18T16:40:00Z,08/18 12:40,10250,NaN,2020-08-18T16:40:00Z,4500645,NaN,NaN,550232,NaN,NaN,NaN,NaN,326216,24732,301484,NaN,NaN,NaN,NaN,NaN,18244,2734,48,7282,17196,4500645,4500645,24478,4500645,216,0,e5090e7cb314383364d37d4f47a73704bc34f496,0,0,0,0,0,NaN
20200817,TX,542950,3933217,NaN,6200,NaN,2240,NaN,NaN,NaN,405817,A,08/17/2020 16:55,2020-08-17T16:55:00Z,08/17 12:55,10034,NaN,2020-08-17T16:55:00Z,4476167,NaN,NaN,542950,NaN,NaN,NaN,NaN,322433,23797,298636,NaN,NaN,NaN,NaN,NaN,17887,2694,48,7368,29758,4476167,4476167,37126,4476167,51,0,9dd25052369fb74058ee57123cc60d3210fb20d7,0,0,0,0,0,NaN
20200816,TX,535582,3903459,NaN,6267,NaN,2269,NaN,NaN,NaN,399572,A,08/16/2020 16:50,2020-08-16T16:50:00Z,08/16 12:50,9983,NaN,2020-08-16T16:50:00Z,4439041,NaN,NaN,535582,NaN,NaN,NaN,NaN,318940,23192,295748,NaN,NaN,NaN,NaN,NaN,17011,2591,48,6744,110621,4439041,4439041,117365,4439041,143,0,f752109abc155864b8fcc130cb647287a4068919,0,0,0,0,0,NaN
20200815,TX,528838,3792838,NaN,6481,NaN,2306,NaN,NaN,NaN,393266,A,08/15/2020 16:00,2020-08-15T16:00:00Z,08/15 12:00,9840,NaN,2020-08-15T16:00:00Z,4321676,NaN,NaN,528838,NaN,NaN,NaN,NaN,318938,23192,295746,NaN,NaN,NaN,NaN,NaN,17011,2591,48,8245,31390,4321676,4321676,39635,4321676,238,0,4e2b56cffa6bec1ae32a0f309e56f8cb4ce7a8c8,0,0,0,0,0,NaN
20200814,TX,520593,3761448,NaN,6632,NaN,2380,NaN,NaN,NaN,383717,A,08/14/2020 16:05,2020-08-14T16:05:00Z,08/14 12:05,9602,NaN,2020-08-14T16:05:00Z,4282041,NaN,NaN,520593,NaN,NaN,NaN,NaN,312727,22100,290627,NaN,NaN,NaN,NaN,NaN,17009,2591,48,7018,44260,4282041,4282041,51278,4282041,313,0,c9c3d7bcd7f88ab1a80489cb7ecbee7b8977edb6,0,0,0,0,0,NaN
20200813,TX,513575,3717188,NaN,6879,NaN,2435,NaN,NaN,NaN,375760,A,08/13/2020 17:30,2020-08-13T17:30:00Z,08/13 13:30,9289,NaN,2020-08-13T17:30:00Z,4230763,NaN,NaN,513575,NaN,NaN,NaN,NaN,302012,20800,281212,NaN,NaN,NaN,NaN,NaN,16699,2562,48,6755,117648,4230763,4230763,124403,4230763,255,0,ebd4917e6de0a1d64836d85918e402f6717c35f4,0,0,0,0,0,NaN
20200812,TX,506820,3599540,NaN,7028,NaN,2479,NaN,NaN,NaN,367354,A,08/12/2020 17:05,2020-08-12T17:05:00Z,08/12 13:05,9034,NaN,2020-08-12T17:05:00Z,4106360,NaN,NaN,506820,NaN,NaN,NaN,NaN,299037,20241,278796,NaN,NaN,NaN,NaN,NaN,16409,2536,48,6200,11297,4106360,4106360,17497,4106360,324,0,807b17fe1564e4c79b944cd314f105fcc3d011d5,0,0,0,0,0,NaN
20200811,TX,500620,3588243,NaN,7216,NaN,2495,NaN,NaN,NaN,358312,A,08/11/2020 16:25,2020-08-11T16:25:00Z,08/11 12:25,8710,NaN,2020-08-11T16:25:00Z,4088863,NaN,NaN,500620,NaN,NaN,NaN,NaN,295617,19800,275817,NaN,NaN,NaN,NaN,NaN,15569,2432,48,9803,5399,4088863,4088863,15202,4088863,220,0,50fbe06c61500aad17f62eb1baf0250f3adb3971,0,0,0,0,0,NaN
20200810,TX,490817,3582844,NaN,7304,NaN,2552,NaN,NaN,NaN,349833,A,08/10/2020 18:20,2020-08-10T18:20:00Z,08/10 14:20,8490,NaN,2020-08-10T18:20:00Z,4073661,NaN,NaN,490817,NaN,NaN,NaN,NaN,290944,18924,272020,NaN,NaN,NaN,NaN,NaN,14841,2350,48,4455,43342,4073661,4073661,47797,4073661,31,0,2e310dbe98374def7109a1c53854e485624c0532,0,0,0,0,0,NaN
20200809,TX,486362,3539502,NaN,7437,NaN,2608,NaN,NaN,NaN,344845,A,08/09/2020 16:20,2020-08-09T16:20:00Z,08/09 12:20,8459,NaN,2020-08-09T16:20:00Z,4025864,NaN,NaN,486362,NaN,NaN,NaN,NaN,288928,18561,270367,NaN,NaN,NaN,NaN,NaN,14466,2319,48,4879,8328,4025864,4025864,13207,4025864,116,0,2460e0a107a8b66c350a4ae41714a70e741edb6f,0,0,0,0,0,NaN
20200808,TX,481483,3531174,NaN,7872,NaN,2730,NaN,NaN,NaN,338343,A,08/08/2020 16:35,2020-08-08T16:35:00Z,08/08 12:35,8343,NaN,2020-08-08T16:35:00Z,4012657,NaN,NaN,481483,NaN,NaN,NaN,NaN,280434,16924,263510,NaN,NaN,NaN,NaN,NaN,13887,2227,48,6959,5166,4012657,4012657,12125,4012657,247,0,492e3071d0ad5ef37152407f7e3d053df753fe77,0,0,0,0,0,NaN
20200807,TX,474524,3526008,NaN,8065,NaN,2742,NaN,NaN,NaN,331668,A,08/07/2020 17:45,2020-08-07T17:45:00Z,08/07 13:45,8096,NaN,2020-08-07T17:45:00Z,4000532,NaN,NaN,474524,NaN,NaN,NaN,NaN,276849,15364,261485,NaN,NaN,NaN,NaN,NaN,2206,505,48,7039,49013,4000532,4000532,56052,4000532,293,0,072d3a8dbf490ea5b1d9bb642154f1d3def31c1e,0,0,0,0,0,NaN
20200806,TX,467485,3476995,NaN,8302,NaN,2917,NaN,NaN,NaN,323804,A,08/06/2020 16:15,2020-08-06T16:15:00Z,08/06 12:15,7803,NaN,2020-08-06T16:15:00Z,3944480,NaN,NaN,467485,NaN,NaN,NaN,NaN,276849,15364,261485,NaN,NaN,NaN,NaN,NaN,NaN,NaN,48,7598,28647,3944480,3944480,36245,3944480,306,0,c5606ccd0a64048fc1105483541aa8970180dbed,0,0,0,0,0,NaN
20200805,TX,459887,3448348,NaN,8455,NaN,2917,NaN,NaN,NaN,315652,A,08/05/2020 16:30,2020-08-05T16:30:00Z,08/05 12:30,7497,NaN,2020-08-05T16:30:00Z,3908235,NaN,NaN,459887,NaN,NaN,NaN,NaN,268978,14535,254443,NaN,NaN,NaN,NaN,NaN,NaN,NaN,48,8706,14681,3908235,3908235,23387,3908235,236,0,779516aea62d249325d135defb392a33685db83c,0,0,0,0,0,NaN
20200804,TX,451181,3433667,NaN,8674,NaN,3006,NaN,NaN,NaN,306262,A,08/04/2020 16:45,2020-08-04T16:45:00Z,08/04 12:45,7261,NaN,2020-08-04T16:45:00Z,3884848,NaN,NaN,451181,NaN,NaN,NaN,NaN,258494,13478,245016,NaN,NaN,NaN,NaN,NaN,NaN,NaN,48,9167,41095,3884848,3884848,50262,3884848,245,0,86a2044c9d533a86895628d0e2230623ebfa748c,0,0,0,0,0,NaN
20200803,TX,442014,3392572,NaN,8819,NaN,3045,NaN,NaN,NaN,297422,A,08/03/2020 16:20,2020-08-03T16:20:00Z,08/03 12:20,7016,NaN,2020-08-03T16:20:00Z,3834586,NaN,NaN,442014,NaN,NaN,NaN,NaN,243777,12054,231723,NaN,NaN,NaN,NaN,NaN,NaN,NaN,48,11529,75278,3834586,3834586,86807,3834586,179,0,7e1f972c65dedc727a7ea1491f6a82c90950f63d,0,0,0,0,0,NaN
20200802,TX,430485,3317294,NaN,8969,NaN,3117,NaN,NaN,NaN,282604,A,08/01/2020 16:20,2020-08-01T16:20:00Z,08/01 12:20,6837,NaN,2020-08-01T16:20:00Z,3747779,NaN,NaN,430485,NaN,NaN,NaN,NaN,242251,11812,230439,NaN,NaN,NaN,NaN,NaN,NaN,NaN,48,0,0,3747779,3747779,0,3747779,0,0,e2c261199ea5ece75a66eb081fcef9259b190856,0,0,0,0,0,NaN
20200801,TX,430485,3317294,NaN,8969,NaN,3117,NaN,NaN,NaN,282604,A,08/01/2020 16:20,2020-08-01T16:20:00Z,08/01 12:20,6837,NaN,2020-08-01T16:20:00Z,3747779,NaN,NaN,430485,NaN,NaN,NaN,NaN,242251,11812,230439,NaN,NaN,NaN,NaN,NaN,NaN,NaN,48,9539,68488,3747779,3747779,78027,3747779,268,0,34b03aaa4fa3b44593226fe1ce659fc38a5a518a,0,0,0,0,0,NaN
20200731,TX,420946,3248806,NaN,9336,NaN,3117,NaN,NaN,NaN,273191,A,07/31/2020 17:10,2020-07-31T17:10:00Z,07/31 13:10,6569,NaN,2020-07-31T17:10:00Z,3669752,NaN,NaN,420946,NaN,NaN,NaN,NaN,241518,11712,229806,NaN,NaN,NaN,NaN,NaN,NaN,NaN,48,8839,51439,3669752,3669752,60278,3669752,295,0,615dc68c5bf258a1b353a44821b632bda3fa4dc8,0,0,0,0,0,NaN
20200730,TX,412107,3197367,NaN,9296,NaN,3087,NaN,NaN,NaN,260542,A,07/30/2020 17:55,2020-07-30T17:55:00Z,07/30 13:55,6274,NaN,2020-07-30T17:55:00Z,3609474,NaN,NaN,412107,NaN,NaN,NaN,NaN,239566,11430,228136,NaN,NaN,NaN,NaN,NaN,NaN,NaN,48,8800,61306,3609474,3609474,70106,3609474,84,0,5aa3abba4c46c0d9b58020c45df27541739e7783,0,0,0,0,0,NaN
20200729,TX,403307,3136061,NaN,9595,NaN,3136,NaN,NaN,NaN,251346,A,07/29/2020 16:50,2020-07-29T16:50:00Z,07/29 12:50,6190,NaN,2020-07-29T16:50:00Z,3539368,NaN,NaN,403307,NaN,NaN,NaN,NaN,237895,11227,226668,NaN,NaN,NaN,NaN,NaN,NaN,NaN,48,9042,53400,3539368,3539368,62442,3539368,313,0,7707c7955249f4c0bcecae6ab63264bc35a71135,0,0,0,0,0,NaN
20200728,TX,394265,3082661,NaN,9593,NaN,3136,NaN,NaN,NaN,244449,A,07/28/2020 17:00,2020-07-28T17:00:00Z,07/28 13:00,5877,NaN,2020-07-28T17:00:00Z,3476926,NaN,NaN,394265,NaN,NaN,NaN,NaN,237895,11227,226668,NaN,NaN,NaN,NaN,NaN,NaN,NaN,48,8342,39702,3476926,3476926,48044,3476926,164,0,143a3f517cb23e0e05afaf684cae0b6c02beeaba,0,0,0,0,0,NaN
20200727,TX,385923,3042959,NaN,10893,NaN,3281,NaN,NaN,NaN,229107,A,07/27/2020 17:40,2020-07-27T17:40:00Z,07/27 13:40,5713,NaN,2020-07-27T17:40:00Z,3428882,NaN,NaN,385923,NaN,NaN,NaN,NaN,235797,10921,224876,NaN,NaN,NaN,NaN,NaN,NaN,NaN,48,4267,54640,3428882,3428882,58907,3428882,675,0,0ab5290f820a13698c77e53706a8d63d408d3aa5,0,0,0,0,0,NaN
20200726,TX,381656,2988319,NaN,10893,NaN,3281,NaN,NaN,NaN,229107,A,07/26/2020 16:50,2020-07-26T16:50:00Z,07/26 12:50,5038,NaN,2020-07-26T16:50:00Z,3369975,NaN,NaN,381656,NaN,NaN,NaN,NaN,234534,10751,223783,NaN,NaN,NaN,NaN,NaN,NaN,NaN,48,5810,58123,3369975,3369975,63933,3369975,153,0,58fa9b8bf076ebaef8a8143a54360eea959829d4,0,0,0,0,0,NaN
20200725,TX,375846,2930196,NaN,10893,NaN,3281,NaN,NaN,NaN,221510,A,07/25/2020 16:05,2020-07-25T16:05:00Z,07/25 12:05,4885,NaN,2020-07-25T16:05:00Z,3306042,NaN,NaN,375846,NaN,NaN,NaN,NaN,233410,10595,222815,NaN,NaN,NaN,NaN,NaN,NaN,NaN,48,6020,68091,3306042,3306042,74111,3306042,168,0,092fe041cac31ba5faa1a4878a4660a75ccf277c,0,0,0,0,0,NaN
20200724,TX,369826,2862105,NaN,10893,NaN,3281,NaN,NaN,NaN,212216,A,07/24/2020 16:45,2020-07-24T16:45:00Z,07/24 12:45,4717,NaN,2020-07-24T16:45:00Z,3231931,NaN,NaN,369826,NaN,NaN,NaN,NaN,233139,10565,222574,NaN,NaN,NaN,NaN,NaN,NaN,NaN,48,8701,58574,3231931,3231931,67275,3231931,196,0,38155729a8c664fd627f1f85ae51d6e1e8600307,0,0,0,0,0,NaN
20200723,TX,361125,2803531,NaN,10893,NaN,3281,NaN,NaN,NaN,203826,A,07/23/2020 16:15,2020-07-23T16:15:00Z,07/23 12:15,4521,NaN,2020-07-23T16:15:00Z,3164656,NaN,NaN,361125,NaN,NaN,NaN,NaN,232021,10394,221627,NaN,NaN,NaN,NaN,NaN,NaN,NaN,48,9507,51001,3164656,3164656,60508,3164656,173,0,019f118dbea07c8b002361aa46789c9ef92ebd1c,0,0,0,0,0,NaN
20200722,TX,351618,2752530,NaN,10893,NaN,3281,NaN,NaN,NaN,195315,A,07/22/2020 17:45,2020-07-22T17:45:00Z,07/22 13:45,4348,NaN,2020-07-22T17:45:00Z,3104148,NaN,NaN,351618,NaN,NaN,NaN,NaN,227696,8737,218959,NaN,NaN,NaN,NaN,NaN,NaN,NaN,48,9879,50695,3104148,3104148,60574,3104148,197,0,cdfc7a2586c3ba490f919c4a1dfb5560a7d3221d,0,0,0,0,0,NaN
20200721,TX,341739,2701835,NaN,10848,NaN,NaN,NaN,NaN,NaN,186529,B,07/21/2020 17:00,2020-07-21T17:00:00Z,07/21 13:00,4151,NaN,2020-07-21T17:00:00Z,3043574,NaN,NaN,341739,NaN,NaN,NaN,NaN,226323,8562,217761,NaN,NaN,NaN,NaN,NaN,NaN,NaN,48,9305,49715,3043574,3043574,59020,3043574,131,0,1e50bd68b6f531008961276d556635e1a8c51ea9,0,0,0,0,0,NaN
20200720,TX,332434,2652120,NaN,10569,NaN,NaN,NaN,NaN,NaN,177871,B,07/20/2020 17:25,2020-07-20T17:25:00Z,07/20 13:25,4020,NaN,2020-07-20T17:25:00Z,2984554,NaN,NaN,332434,NaN,NaN,NaN,NaN,223303,7976,215327,NaN,NaN,NaN,NaN,NaN,NaN,NaN,48,7404,44786,2984554,2984554,52190,2984554,62,0,3c5edbb462d31b3f35fc28f521209fae0c459c36,0,0,0,0,0,NaN
20200719,TX,325030,2607334,NaN,10592,NaN,NaN,NaN,NaN,NaN,172936,B,07/19/2020 17:05,2020-07-19T17:05:00Z,07/19 13:05,3958,NaN,2020-07-19T17:05:00Z,2932364,NaN,NaN,325030,NaN,NaN,NaN,NaN,221259,7752,213507,NaN,NaN,NaN,NaN,NaN,NaN,NaN,48,7300,82379,2932364,2932364,89679,2932364,93,0,2977690692808be9000ffe25e6eb5ec1621e5202,0,0,0,0,0,NaN
20200718,TX,317730,2524955,NaN,10658,NaN,NaN,NaN,NaN,NaN,169581,B,07/18/2020 16:50,2020-07-18T16:50:00Z,07/18 12:50,3865,NaN,2020-07-18T16:50:00Z,2842685,NaN,NaN,317730,NaN,NaN,NaN,NaN,224935,7819,217116,NaN,NaN,NaN,NaN,NaN,NaN,NaN,48,10158,65206,2842685,2842685,75364,2842685,130,0,abd11c4a6835edbb7b3bcff0c352a18ba99b2be9,0,0,0,0,0,NaN
20200717,TX,307572,2459749,NaN,10632,NaN,NaN,NaN,NaN,NaN,162191,B,07/17/2020 17:15,2020-07-17T17:15:00Z,07/17 13:15,3735,NaN,2020-07-17T17:15:00Z,2767321,NaN,NaN,307572,NaN,NaN,NaN,NaN,224781,7811,216970,NaN,NaN,NaN,NaN,NaN,NaN,NaN,48,14916,52550,2767321,2767321,67466,2767321,174,0,2fa69296200b851f62ed29d5d64b811df00b4359,0,0,0,0,0,NaN
20200716,TX,292656,2407199,NaN,10457,NaN,NaN,NaN,NaN,NaN,155937,B,07/15/2020 17:00,2020-07-15T17:00:00Z,07/15 13:00,3561,NaN,2020-07-15T17:00:00Z,2699855,NaN,NaN,292656,NaN,NaN,NaN,NaN,224433,7806,216627,NaN,NaN,NaN,NaN,NaN,NaN,NaN,48,10291,47365,2699855,2699855,57656,2699855,129,0,9981a3783b942c73596437d0c6d64ec1aa1b5e8c,0,0,0,0,0,NaN
20200715,TX,282365,2359834,NaN,10471,NaN,NaN,NaN,NaN,NaN,149276,B,07/15/2020 17:00,2020-07-15T17:00:00Z,07/15 13:00,3432,NaN,2020-07-15T17:00:00Z,2642199,NaN,NaN,282365,NaN,NaN,NaN,NaN,222342,7652,214690,NaN,NaN,NaN,NaN,NaN,NaN,NaN,48,7307,36212,2642199,2642199,43519,2642199,110,0,f5dbe93d046c880bd6b5e2317a494d0f535259da,0,0,0,0,0,NaN
20200714,TX,275058,2323622,NaN,10569,NaN,NaN,NaN,NaN,NaN,142398,B,07/14/2020 17:25,2020-07-14T17:25:00Z,07/14 13:25,3322,NaN,2020-07-14T17:25:00Z,2598680,NaN,NaN,275058,NaN,NaN,NaN,NaN,222123,7646,214477,NaN,NaN,NaN,NaN,NaN,NaN,NaN,48,10745,47810,2598680,2598680,58555,2598680,87,0,249ba372f494b2d4dcd31904566353be2a92a546,0,0,0,0,0,NaN
20200713,TX,264313,2275812,NaN,10405,NaN,NaN,NaN,NaN,NaN,136419,B,07/13/2020 16:30,2020-07-13T16:30:00Z,07/13 12:30,3235,NaN,2020-07-13T16:30:00Z,2540125,NaN,NaN,264313,NaN,NaN,NaN,NaN,217734,7542,210192,NaN,NaN,NaN,NaN,NaN,NaN,NaN,48,5655,41716,2540125,2540125,47371,2540125,43,0,67236c812879e179c0d2837b7042cd54b15c24c0,0,0,0,0,0,NaN
20200712,TX,258658,2234096,NaN,10410,NaN,NaN,NaN,NaN,NaN,132638,B,07/12/2020 16:30,2020-07-12T16:30:00Z,07/12 12:30,3192,NaN,2020-07-12T16:30:00Z,2492754,NaN,NaN,258658,NaN,NaN,NaN,NaN,217536,7521,210015,NaN,NaN,NaN,NaN,NaN,NaN,NaN,48,8196,54934,2492754,2492754,63130,2492754,80,0,783186a542607051ff6b831390e64a46092c0856,0,0,0,0,0,NaN
20200711,TX,250462,2179162,NaN,10083,NaN,NaN,NaN,NaN,NaN,127880,B,07/11/2020 16:35,2020-07-11T16:35:00Z,07/11 12:35,3112,NaN,2020-07-11T16:35:00Z,2429624,NaN,NaN,250462,NaN,NaN,NaN,NaN,214872,7485,207387,NaN,NaN,NaN,NaN,NaN,NaN,NaN,48,10351,29484,2429624,2429624,39835,2429624,99,0,ad65eb495768a771d8749e004606cec621ec6ed1,0,0,0,0,0,NaN
20200710,TX,240111,2149678,NaN,10002,NaN,NaN,NaN,NaN,NaN,122996,B,07/10/2020 16:50,2020-07-10T16:50:00Z,07/10 12:50,3013,NaN,2020-07-10T16:50:00Z,2389789,NaN,NaN,240111,NaN,NaN,NaN,NaN,214114,7480,206634,NaN,NaN,NaN,NaN,NaN,NaN,NaN,48,9765,66812,2389789,2389789,76577,2389789,95,0,4dd9099f83569908b28f31ee4f64acb40a1d995d,0,0,0,0,0,NaN
20200709,TX,230346,2082866,NaN,9689,NaN,NaN,NaN,NaN,NaN,118326,B,07/09/2020 16:50,2020-07-09T16:50:00Z,07/09 12:50,2918,NaN,2020-07-09T16:50:00Z,2313212,NaN,NaN,230346,NaN,NaN,NaN,NaN,213728,7466,206262,NaN,NaN,NaN,NaN,NaN,NaN,NaN,48,9782,44722,2313212,2313212,54504,2313212,105,0,5ca4a83cc64af2451e4495cd48d6976bf3b0b74b,0,0,0,0,0,NaN
20200708,TX,220564,2038144,NaN,9610,NaN,NaN,NaN,NaN,NaN,113284,B,07/08/2020 17:45,2020-07-08T17:45:00Z,07/08 13:45,2813,NaN,2020-07-08T17:45:00Z,2258708,NaN,NaN,220564,NaN,NaN,NaN,NaN,212321,7437,204884,NaN,NaN,NaN,NaN,NaN,NaN,NaN,48,9979,27442,2258708,2258708,37421,2258708,98,0,e10c129c1a7ba0cac6ed211ff3d276684f9b68b0,0,0,0,0,0,NaN
20200707,TX,210585,2010702,NaN,9286,NaN,NaN,NaN,NaN,NaN,108485,B,07/07/2020 16:45,2020-07-07T16:45:00Z,07/07 12:45,2715,NaN,2020-07-07T16:45:00Z,2221287,NaN,NaN,210585,NaN,NaN,NaN,NaN,210574,7408,203166,NaN,NaN,NaN,NaN,NaN,NaN,NaN,48,10028,47530,2221287,2221287,57558,2221287,60,0,9cabe4b9e0595214c79b7cd357fdf92b0f883151,0,0,0,0,0,NaN
20200706,TX,200557,1963172,NaN,8698,NaN,NaN,NaN,NaN,NaN,103782,B,07/06/2020 16:30,2020-07-06T16:30:00Z,07/06 12:30,2655,NaN,2020-07-06T16:30:00Z,2163729,NaN,NaN,200557,NaN,NaN,NaN,NaN,207980,7368,200612,NaN,NaN,NaN,NaN,NaN,NaN,NaN,48,5318,24954,2163729,2163729,30272,2163729,18,0,82746825849ee931f6ae227c650cb7d531d5a477,0,0,0,0,0,NaN
20200705,TX,195239,1938218,NaN,8181,NaN,NaN,NaN,NaN,NaN,100843,B,07/05/2020 16:15,2020-07-05T16:15:00Z,07/05 12:15,2637,NaN,2020-07-05T16:15:00Z,2133457,NaN,NaN,195239,NaN,NaN,NaN,NaN,204641,7307,197334,NaN,NaN,NaN,NaN,NaN,NaN,NaN,48,3449,58199,2133457,2133457,61648,2133457,29,0,1a71e80e2455db1e5548e3eadb25c66602e5cbac,0,0,0,0,0,NaN
20200704,TX,191790,1880019,NaN,7890,NaN,NaN,NaN,NaN,NaN,97430,B,07/04/2020 16:15,2020-07-04T16:15:00Z,07/04 12:15,2608,NaN,2020-07-04T16:15:00Z,2071809,NaN,NaN,191790,NaN,NaN,NaN,NaN,201782,7274,194508,NaN,NaN,NaN,NaN,NaN,NaN,NaN,48,8258,49645,2071809,2071809,57903,2071809,33,0,e3ee267aad712f4e44e474bca0e063a4d2119828,0,0,0,0,0,NaN
20200703,TX,183532,1830374,NaN,7652,NaN,NaN,NaN,NaN,NaN,93572,B,07/03/2020 16:25,2020-07-03T16:25:00Z,07/03 12:25,2575,NaN,2020-07-03T16:25:00Z,2013906,NaN,NaN,183532,NaN,NaN,NaN,NaN,199041,7255,191786,NaN,NaN,NaN,NaN,NaN,NaN,NaN,48,7555,30548,2013906,2013906,38103,2013906,50,0,4a4cd01c6dd5aaa1f727e8007a7b25fbc8b44ad3,0,0,0,0,0,NaN
20200702,TX,175977,1799826,NaN,7382,NaN,NaN,NaN,NaN,NaN,90720,B,07/02/2020 16:40,2020-07-02T16:40:00Z,07/02 12:40,2525,NaN,2020-07-02T16:40:00Z,1975803,NaN,NaN,175977,NaN,NaN,NaN,NaN,198745,7243,191502,NaN,NaN,NaN,NaN,NaN,NaN,NaN,48,7915,45940,1975803,1975803,53855,1975803,44,0,681a927a7969c4ef13f79a5a212ae06af3fee0ce,0,0,0,0,0,NaN
20200701,TX,168062,1753886,NaN,6904,NaN,NaN,NaN,NaN,NaN,87556,B,07/01/2020 16:50,2020-07-01T16:50:00Z,07/01 12:50,2481,NaN,2020-07-01T16:50:00Z,1921948,NaN,NaN,168062,NaN,NaN,NaN,NaN,197088,7234,189854,NaN,NaN,NaN,NaN,NaN,NaN,NaN,48,8076,44590,1921948,1921948,52666,1921948,57,0,3a77cc92966ef842d274f394bbf901019dc77ad7,0,0,0,0,0,NaN
20200630,TX,159986,1709296,NaN,6533,NaN,NaN,NaN,NaN,NaN,84818,B,06/30/2020 17:00,2020-06-30T17:00:00Z,06/30 13:00,2424,NaN,2020-06-30T17:00:00Z,1869282,NaN,NaN,159986,NaN,NaN,NaN,NaN,192657,7116,185541,NaN,NaN,NaN,NaN,NaN,NaN,NaN,48,6975,43118,1869282,1869282,50093,1869282,21,0,d43a8a806f8adcd6d002c5758523a06ca6cbfafb,0,0,0,0,0,NaN
20200629,TX,153011,1666178,NaN,5913,NaN,NaN,NaN,NaN,NaN,81335,B,06/29/2020 16:40,2020-06-29T16:40:00Z,06/29 12:40,2403,NaN,2020-06-29T16:40:00Z,1819189,NaN,NaN,153011,NaN,NaN,NaN,NaN,187535,6973,180562,NaN,NaN,NaN,NaN,NaN,NaN,NaN,48,4283,39687,1819189,1819189,43970,1819189,10,0,b142382c5fe436bfe7ce5240c2b7abb4cc7705fd,0,0,0,0,0,NaN
20200628,TX,148728,1626491,NaN,5497,NaN,NaN,NaN,NaN,NaN,79974,B,06/28/2020 16:40,2020-06-28T16:40:00Z,06/28 12:40,2393,NaN,2020-06-28T16:40:00Z,1775219,NaN,NaN,148728,NaN,NaN,NaN,NaN,184398,6940,177458,NaN,NaN,NaN,NaN,NaN,NaN,NaN,48,5357,47036,1775219,1775219,52393,1775219,27,0,0335e3d678d0a41e82f705f64377febdda98883c,0,0,0,0,0,NaN
20200627,TX,143371,1579455,NaN,5523,NaN,NaN,NaN,NaN,NaN,78248,B,06/27/2020 15:50,2020-06-27T15:50:00Z,06/27 11:50,2366,NaN,2020-06-27T15:50:00Z,1722826,NaN,NaN,143371,NaN,NaN,NaN,NaN,180835,6918,173917,NaN,NaN,NaN,NaN,NaN,NaN,NaN,48,5747,19745,1722826,1722826,25492,1722826,42,0,dd93d92435ef85d8a633c5ff9f4d801ca8f3d2e8,0,0,0,0,0,NaN
20200626,TX,137624,1559710,NaN,5102,NaN,NaN,NaN,NaN,NaN,76282,B,06/26/2020 16:50,2020-06-26T16:50:00Z,06/26 12:50,2324,NaN,2020-06-26T16:50:00Z,1697334,NaN,NaN,137624,NaN,NaN,NaN,NaN,177863,6871,170992,NaN,NaN,NaN,NaN,NaN,NaN,NaN,48,5707,32287,1697334,1697334,37994,1697334,28,0,1a39057360bad65b70d2c507035309b841860f0c,0,0,0,0,0,NaN
20200625,TX,131917,1527423,NaN,4739,NaN,NaN,NaN,NaN,NaN,74496,B,06/25/2020 17:00,2020-06-25T17:00:00Z,06/25 13:00,2296,NaN,2020-06-25T17:00:00Z,1659340,NaN,NaN,131917,NaN,NaN,NaN,NaN,176697,6823,169874,NaN,NaN,NaN,NaN,NaN,NaN,NaN,48,5996,23086,1659340,1659340,29082,1659340,47,0,02cf5d9ec2913cf669e12a4206eb29340e5e9737,0,0,0,0,0,NaN
